5424,METUCHEN PUBLIC LIBRARY,480 MIDDLESEX AVENUE METUCHEN NJ 8840,7326328526,5424,No Comment
5425,MIDDLESEX PUBLIC LIBRARY,1300 MOUNTAIN AVENUE MIDDLESEX NJ 8846,7323566602,5425,No Comment
5426,MILLTOWN PUBLIC LIBRARY,20 W. CHURCH STREET MILLTOWN NJ 8850,7322472270,5426,No Comment
5427,MONROE TWP PUBLIC LIBRARY/MIDDLESEX,4 MUNICIPAL PLAZA MONROE TOWNSHIP NJ 8831,7325215000,5427,No Comment
5428,NEW BRUNSWICK FREE PUBLIC LIBRARY,60 LIVINGSTON AVENUE NEW BRUNSWICK NJ 8901,7327455108,5428,No Comment
5429,NORTH BRUNSWICK FREE PUBLIC LIBRARY,880 HERMANN ROAD NORTH BRUNSWICK NJ 8902,7322463545,5429,No Comment
5430,OLD BRIDGE PUBLIC LIBRARY,1 OLD BRIDGE PLAZA OLD BRIDGE NJ 8857,7327215600,5430,No Comment
5431,PERTH AMBOY FREE PUBLIC LIBRARY,196 JEFFERSON STREET PERTH AMBOY NJ 8861,7328262600,5431,No Comment
5432,PISCATAWAY PUBLIC LIBRARY,500 HOES LANE PISCATAWAY NJ 8854,7324631633,5432,No Comment
5433,PLAINSBORO FREE PUBLIC LIBRARY,9 VAN DOREN DRIVE PLAINSBORO NJ 8536,6092752897,5433,No Comment
5434,SAYREVILLE FREE PUBLIC LIBRARY,1050 WASHINGTON ROAD PARLIN NJ 8859,7327270212,5434,No Comment
5435,DOWDELL LIBRARY OF SOUTH AMBOY,100 HAROLD G. HOFFMAN PLAZA SOUTH AMBOY NJ 8879,7327216060,5435,No Comment
5436,SOUTH BRUNSWICK PUBLIC LIBRARY,110 KINGSTON LANE MONMOUTH JUNCTION NJ 8852,7323294000,5436,No Comment
5437,SOUTH PLAINFIELD FREE PUBLIC LIBRARY,2484 PLAINFIELD AVENUE SOUTH PLAINFIELD NJ 7080,9087547885,5437,No Comment
5438,SOUTH RIVER PUBLIC LIBRARY,55 APPLEBY AVENUE SOUTH RIVER NJ 8882,7322542488,5438,No Comment
5439,SPOTSWOOD PUBLIC LIBRARY,548 MAIN STREET SPOTSWOOD NJ 8884,7322511515,5439,No Comment
5440,WOODBRIDGE PUBLIC LIBRARY,1 GEORGE FREDERICK PLAZA WOODBRIDGE NJ 7095,7326344450,5440,No Comment
5441,MONMOUTH COUNTY LIBRARY,125 SYMMES DRIVE MANALAPAN NJ 7726,7324317235,5441,No Comment
5442,MATAWAN-ABERDEEN PUBLIC LIBRARY,165 MAIN STREET MATAWAN NJ 7747,7325839100,5442,No Comment
5443,ASBURY PARK FREE PUBLIC LIBRARY,500 FIRST AVENUE ASBURY PARK NJ 7712,7327744221,5443,No Comment
5444,AVON FREE PUBLIC LIBRARY,281 COUNTRY CLUB RD AVON-BY-THE-SEA NJ 7717,7325024525,5444,No Comment
5445,BELMAR PUBLIC LIBRARY,517 TENTH AVENUE BELMAR NJ 7719,7326810775,5445,No Comment
5446,BRADLEY BEACH PUBLIC LIBRARY,511 FOURTH AVENUE BRADLEY BEACH NJ 7720,7327762995,5446,No Comment
5447,BRIELLE PUBLIC LIBRARY,610 SOUTH STREET BRIELLE NJ 8730,7325289381,5447,No Comment
5448,EATONTOWN PUBLIC LIBRARY,33 BROAD STREET EATONTOWN NJ 7724,7323892665,5448,No Comment
5449,FAIR HAVEN PUBLIC LIBRARY,748 RIVER ROAD FAIR HAVEN NJ 7704,7327475031,5449,No Comment
5450,FREEHOLD PUBLIC LIBRARY,28 1/2 E. MAIN STREET FREEHOLD NJ 7728,7324625135,5450,No Comment
5451,KEYPORT FREE PUBLIC LIBRARY,109 BROAD STREET KEYPORT NJ 7735,7322640543,5451,No Comment
5452,LITTLE SILVER PUBLIC LIBRARY,484 PROSPECT AVENUE LITTLE SILVER NJ 7739,7327479649,5452,No Comment
5453,LONG BRANCH FREE PUBLIC LIBRARY,328 BROADWAY LONG BRANCH NJ 7740,7322223900,5453,No Comment
5454,MANASQUAN PUBLIC LIBRARY,55 BROAD STREET MANASQUAN NJ 8736,7322231503,5454,No Comment
5455,MIDDLETOWN TOWNSHIP PUBLIC LIBRARY,55 NEW MONMOUTH ROAD MIDDLETOWN NJ 7748,7326713700,5455,No Comment
5456,MONMOUTH BEACH PUBLIC LIBRARY,18 WILLOW AVENUE MONMOUTH BEACH NJ 7750,7322291187,5456,No Comment
5457,NEPTUNE TOWNSHIP PUBLIC LIBRARY,25 NEPTUNE BOULEVARD NEPTUNE NJ 7753,7327758241,5457,No Comment
5458,RED BANK PUBLIC LIBRARY,84 W. FRONT STREET RED BANK NJ 7701,7328420690,5458,No Comment
5459,OCEANIC FREE LIBRARY,109 AVENUE OF TWO RIVERS RUMSON NJ 7760,7328422692,5459,No Comment
5460,SPRING LAKE PUBLIC LIBRARY,1501 3RD AVE SPRING LAKE NJ 7762,7324496654,5460,No Comment
5461,TINTON FALLS PUBLIC LIBRARY,664 TINTON AVENUE TINTON FALLS NJ 7724,7325423110,5461,No Comment
5462,UNION BEACH MEMORIAL LIBRARY,810 UNION AVENUE UNION BEACH NJ 7735,7322643792,5462,No Comment
5463,MORRIS COUNTY LIBRARY,30 E. HANOVER AVENUE WHIPPANY NJ 7981,9732856930,5463,No Comment
5464,BOONTON HOLMES PUBLIC LIBRARY,621 MAIN STREET BOONTON NJ 7005,9733342980,5464,No Comment
5465,BUTLER PUBLIC LIBRARY,1 ACE ROAD BUTLER NJ 7405,9738383262,5465,No Comment
5466,CHATHAMS JOINT FREE PUBLIC LIBRARY,214 MAIN STREET CHATHAM NJ 7928,9736350603,5466,No Comment
5467,CHESTER LIBRARY,250 WEST MAIN STREET CHESTER NJ 7930,9088797612,5467,No Comment
5468,DENVILLE FREE PUBLIC LIBRARY,121 DIAMOND SPRING ROAD DENVILLE NJ 7834,9736276555,5468,No Comment
5469,DOVER FREE PUBLIC LIBRARY,32 E. CLINTON STREET DOVER NJ 7801,9733610172,5469,No Comment
5470,EAST HANOVER TOWNSHIP FREE PUBLIC LIBRARY,415 RIDGEDALE AVENUE EAST HANOVER NJ 7936,9734283075,5470,No Comment
5471,FLORHAM PARK FREE PUBLIC LIBRARY,107 RIDGEDALE AVENUE FLORHAM PARK NJ 7932,9733772694,5471,No Comment
5472,WHIPPANONG LIBRARY/HANOVER TOWNSHIP,1000 ROUTE 10 WHIPPANY NJ 7981,9734282460,5472,No Comment
5473,JEFFERSON TOWNSHIP PUBLIC LIBRARY,1031 WELDON ROAD OAK RIDGE NJ 7438,9732086245,5473,No Comment
5474,KINNELON PUBLIC LIBRARY,132 KINNELON ROAD KINNELON NJ 7405,9738381321,5474,No Comment
5475,LINCOLN PARK PUBLIC LIBRARY,12 BOONTON TURNPIKE LINCOLN PARK NJ 7035,9736948283,5475,No Comment
5476,MADISON PUBLIC LIBRARY,39 KEEP STREET MADISON NJ 7940,9733770722,5476,No Comment
5477,MENDHAM FREE PUBLIC LIBRARY,10 HILLTOP ROAD MENDHAM NJ 7945,9735434152,5477,No Comment
5478,MENDHAM TOWNSHIP LIBRARY,2 WEST MAIN STREET BROOKSIDE NJ 7926,9735434018,5478,No Comment
5479,MONTVILLE TOWNSHIP PUBLIC LIBRARY,90 HORSENECK ROAD MONTVILLE NJ 7045,9734020900,5479,No Comment
5480,MORRISTOWN-MORRIS TWP JOINT PUBLIC LIBRARY,1 MILLER ROAD MORRISTOWN NJ 7960,9735386161,5480,No Comment
5481,MORRIS PLAINS LIBRARY,77 GLENBROOK ROAD MORRIS PLAINS NJ 7950,9735382599,5481,No Comment
5482,MOUNTAIN LAKES FREE PUBLIC LIBRARY,9 ELM ROAD MOUNTAIN LAKES NJ 7046,9733345095,5482,No Comment
5483,MOUNT ARLINGTON PUBLIC LIBRARY,333 HOWARD BOULEVARD MOUNT ARLINGTON NJ 7856,9733981516,5483,No Comment
5484,MOUNT OLIVE PUBLIC LIBRARY,202 FLANDERS-DRAKESTOWN ROAD FLANDERS NJ 7836,9736918686,5484,No Comment
5485,PARSIPPANY-TROY HILLS PUBLIC LIBRARY,449 HALSEY ROAD PARSIPPANY NJ 7054,9738878907,5485,No Comment
5486,LONG HILL TOWNSHIP FREE PUBLIC LIBRARY,917 VALLEY ROAD GILLETTE NJ 7933,9086472088,5486,No Comment
5487,PEQUANNOCK TOWNSHIP PUBLIC LIBRARY,477 NEWARK POMPTON TURNPIKE POMPTON PLAINS NJ 7444,9738357460,5487,No Comment
5488,RANDOLPH TOWNSHIP FREE PUBLIC LIBRARY,28 CALAIS ROAD RANDOLPH NJ 7869,9738953556,5488,No Comment
5489,ROCKAWAY BOROUGH FREE PUBLIC LIBRARY,82 E. MAIN STREET ROCKAWAY NJ 7866,9736275709,5489,No Comment
5490,ROCKAWAY TOWNSHIP FREE PUBLIC LIBRARY,61 MOUNT HOPE ROAD ROCKAWAY NJ 7866,9736272344,5490,No Comment
5491,ROXBURY PUBLIC LIBRARY,103 MAIN STREET SUCCASUNNA NJ 7876,9735842400,5491,No Comment
5492,WASHINGTON TWP PUBLIC LIBRARY/MORRIS,37 E. SPRINGTOWN ROAD LONG VALLEY NJ 7853,9088763596,5492,No Comment
5493,WHARTON PUBLIC LIBRARY,15 S. MAIN STREET WHARTON NJ 7885,9733611333,5493,No Comment
5494,OCEAN COUNTY LIBRARY,101 WASHINGTON STREET TOMS RIVER NJ 8753,7323496200,5494,No Comment
5495,BEACH HAVEN FREE PUBLIC LIBRARY,THIRD STREET & BEACH AVENUE BEACH HAVEN NJ 8008,6094927081,5495,No Comment
5496,BLOOMINGDALE FREE PUBLIC LIBRARY,101 HAMBURG TURNPIKE BLOOMINGDALE NJ 7403,9738380077,5496,No Comment
5497,CLIFTON PUBLIC LIBRARY,292 PIAGET AVENUE CLIFTON NJ 7011,9737725500,5497,No Comment
5498,HALEDON FREE PUBLIC LIBRARY,404 MORRISSEE AVENUE HALEDON NJ 7508,9737903808,5498,No Comment
5499,LOUIS BAY 2ND LIBRARY,345 LAFAYETTE AVENUE HAWTHORNE NJ 7506,9734275745,5499,No Comment
5500,LITTLE FALLS PUBLIC LIBRARY,8 WARREN STREET LITTLE FALLS NJ 7424,9732562784,5500,No Comment
5501,NORTH HALEDON FREE PUBLIC LIBRARY,129 OVERLOOK AVENUE NORTH HALEDON NJ 7508,9734276213,5501,No Comment
5502,PASSAIC PUBLIC LIBRARY,195 GREGORY AVENUE PASSAIC NJ 7055,9737790474,5502,No Comment
5503,PATERSON FREE PUBLIC LIBRARY,250 BROADWAY PATERSON NJ 7501,9733211223,5503,No Comment
5504,POMPTON LAKES BOROUGH FREE PUBLIC LIBRARY,333 WANAQUE AVENUE POMPTON LAKES NJ 7442,9738350482,5504,No Comment
5505,RINGWOOD PUBLIC LIBRARY,30 CANNICI DRIVE RINGWOOD NJ 7456,9739626256,5505,No Comment
5506,DWIGHT D. EISENHOWER LIBRARY,537 TOTOWA ROAD TOTOWA NJ 7512,9737903265,5506,No Comment
5507,WANAQUE BOROUGH FREE PUBLIC LIBRARY,616 RINGWOOD AVENUE WANAQUE NJ 7465,9738394434,5507,No Comment
5508,WAYNE PUBLIC LIBRARY,461 VALLEY ROAD WAYNE NJ 7470,9736944272,5508,No Comment
5509,WEST MILFORD TOWNSHIP LIBRARY,1490 UNION VALLEY ROAD WEST MILFORD NJ 7480,9737282820,5509,No Comment
5510,ALFRED H. BAUMANN LIBRARY/WEST PATERSO,7 BROPHY LANE WOODLAND PARK NJ 7424,9733458120,5510,No Comment
5511,ELMER PUBLIC LIBRARY,120 S. MAIN STREET ELMER NJ 8318,8563582014,5511,No Comment
5512,PENNSVILLE PUBLIC LIBRARY,190 S. BROADWAY PENNSVILLE NJ 8070,8566785473,5512,No Comment
5513,SALEM FREE PUBLIC LIBRARY,112 W. BROADWAY SALEM NJ 8079,8569350526,5513,No Comment
5514,WOODSTOWN-PILESGROVE LIBRARY,14 SCHOOL LANE WOODSTOWN NJ 8098,8567690098,5514,No Comment
5515,SOMERSET COUNTY LIBRARY,1 VOGT DRIVE BRIDGEWATER NJ 8807,9085264016,5515,No Comment
5516,BEDMINSTER-FAR HILLS,2336 LAMINGTON ROAD BEDMINSTER NJ 7921,9082342325,5516,No Comment
5517,BERNARDS TOWNSHIP LIBRARY,32 SOUTH MAPLE AVENUE BASKING RIDGE NJ 7920,9082043031,5517,No Comment
5518,BERNARDSVILLE PUBLIC LIBRARY,1 ANDERSON HILL ROAD BERNARDSVILLE NJ 7924,9087660118,5518,No Comment
5519,FRANKLIN TWP PUBLIC LIBRARY/SOMERSET,485 DEMOTT LANE SOMERSET NJ 8873,7328738700,5519,No Comment
5520,RARITAN PUBLIC LIBRARY,54 E. SOMERSET STREET RARITAN NJ 8869,9087250413,5520,No Comment
5521,SUSSEX COUNTY LIBRARY,125 MORRIS TURNPIKE NEWTON NJ 7860,9739483660,5521,No Comment
5522,SPARTA PUBLIC LIBRARY,22 WOODPORT ROAD SPARTA NJ 7871,9737293101,5522,No Comment
5523,BERKELEY HEIGHTS FREE PUBLIC LIBRARY,290 PLAINFIELD AVENUE BERKELEY HEIGHTS NJ 7922,9084649333,5523,No Comment
5524,CLARK PUBLIC LIBRARY,303 WESTFIELD AVENUE CLARK NJ 7066,7323885999,5524,No Comment
5525,CRANFORD PUBLIC LIBRARY,224 WALNUT AVENUE CRANFORD NJ 7016,9087097272,5525,No Comment
5526,ELIZABETH FREE PUBLIC LIBRARY,11 SOUTH BROAD ST. ELIZABETH NJ 7202,9083546060,5526,No Comment
5527,FANWOOD MEMORIAL LIBRARY,14 TILLOTSON ROAD FANWOOD NJ 7023,9083226400,5527,No Comment
5528,GARWOOD FREE PUBLIC LIBRARY,411 THIRD AVENUE GARWOOD NJ 7027,9087891670,5528,No Comment
5529,HILLSIDE FREE PUBLIC LIBRARY,1409 LIBERTY AVE HILLSIDE NJ 7205,9739234413,5529,No Comment
5530,KENILWORTH PUBLIC LIBRARY,548 BOULEVARD KENILWORTH NJ 7033,9082762451,5530,No Comment
5531,LINDEN FREE PUBLIC LIBRARY,31 E. HENRY STREET LINDEN NJ 7036,9082983830,5531,No Comment
5532,MOUNTAINSIDE FREE PUBLIC LIBRARY,1 CONSTITUTION PLAZA MOUNTAINSIDE NJ 7092,9082330115,5532,No Comment
5533,NEW PROVIDENCE MEMORIAL LIBRARY,377 ELKWOOD AVENUE NEW PROVIDENCE NJ 7974,9086650311,5533,No Comment
5534,PLAINFIELD FREE PUBLIC LIBRARY,800 PARK AVENUE PLAINFIELD NJ 7060,9087571111,5534,No Comment
5535,RAHWAY PUBLIC LIBRARY,2 CITY HALL PLAZA RAHWAY NJ 7065,7323401551,5535,No Comment
5536,ROSELLE FREE PUBLIC LIBRARY,104 W. FOURTH AVENUE ROSELLE NJ 7203,9082455809,5536,No Comment
5537,ROSELLE PARK VETERAN`S MEMORIAL LIBRARY,404 CHESTNUT STREET ROSELLE PARK NJ 7204,9082452456,5537,No Comment
5538,SCOTCH PLAINS PUBLIC LIBRARY,1927 BARTLE AVENUE SCOTCH PLAINS NJ 7076,9083225007,5538,No Comment
5539,SPRINGFIELD FREE PUBLIC LIBRARY,66 MOUNTAIN AVENUE SPRINGFIELD NJ 7081,9733764930,5539,No Comment
5540,SUMMIT FREE PUBLIC LIBRARY,75 MAPLE STREET SUMMIT NJ 7901,9082730350,5540,No Comment
5541,UNION FREE PUBLIC LIBRARY,1980 MORRIS AVENUE UNION NJ 7083,9088515450,5541,No Comment
5542,WESTFIELD MEMORIAL LIBRARY,550 E. BROAD STREET WESTFIELD NJ 7090,9087894090,5542,No Comment
5543,WARREN COUNTY LIBRARY,2 SHOTWELL DRIVE BELVIDERE NJ 7923,9084756322,5543,No Comment
5544,W.H. WALTERS FREE PUBLIC LIBRARY,1001 EAST BLVD ALPHA NJ 8865,9084541445,5544,No Comment
5545,HACKETTSTOWN FREE PUBLIC LIBRARY,110 CHURCH STREET HACKETTSTOWN NJ 7840,9088524936,5545,No Comment
5546,OXFORD PUBLIC LIBRARY,42 WASHINGTON AVENUE OXFORD NJ 7863,9084532625,5546,No Comment
5547,PHILLIPSBURG FREE PUBLIC LIBRARY,200 BROUBALOW WAY PHILLIPSBURG NJ 8865,9084543712,5547,No Comment
5548,WASHINGTON PUBLIC LIBRARY,20 W. CARLTON AVENUE WASHINGTON NJ 7882,9086890201,5548,No Comment
5549,SEA GIRT LIBRARY,RAILROAD STATION AT THE PLAZA SEA GIRT NJ 8750,7324499433,5549,No Comment
5550,AVALON FREE PUBLIC LIBRARY,235 32ND STREET AVALON NJ 8202,6099677155,5550,No Comment
5551,RIVERDALE PUBLIC LIBRARY,93 NEWARK POMPTON TPKE RIVERDALE NJ 7457,9738355044,5551,No Comment
5552,BASS RIVER COMMUNITY LIBRARY,11 NORTH MAPLE AVENUE NEW GRETNA NJ 8224,6092964230,5552,No Comment
5553,SEA BRIGHT LIBRARY,1097 OCEAN AVENUE WALLINGTON NJ 7760,9734711692,5553,No Comment
5554,HARDING TOWNSHIP LIBRARY,19 BLUE MILL ROAD NEW VERNON NJ 7976,9632672665,5554,No Comment
5555,LONGPORT PUBLIC LIBRARY,2305 ATLANTIC AVE LONGPORT NJ 8403,6094877403,5555,No Comment
5556,ALAMOGORDO PUBLIC LIBRARY,920 OREGON AVENUE ALAMOGORDO NM 88310,5754394140,5556,No Comment
5557,ALBUQUERQUE/BERNALILLO COUNTY LIBRARY SYSTEM,501 COPPER AVE. NW ALBUQUERQUE NM 87102,5057685100,5557,No Comment
5558,ARTESIA PUBLIC LIBRARY,205 W. QUAY AVE. ARTESIA NM 88210,5757464252,5558,No Comment
5559,AZTEC PUBLIC LIBRARY,319 S. ASH AZTEC NM 87410,5053347657,5559,No Comment
5560,BELEN PUBLIC LIBRARY,333 BECKER AVENUE BELEN NM 87002,5059662600,5560,No Comment
5561,TOWN OF BERNALILLO PUBLIC LIBRARY,124 CALLE MALINCHE BERNALILLO NM 87004,5058671440,5561,No Comment
5562,CARLSBAD PUBLIC LIBRARY,101 S. HALAGUENO CARLSBAD NM 88220,5758856776,5562,No Comment
5563,ELEANOR DAGGETT MEMORIAL LIBRARY,299 4TH STREET CHAMA NM 87520,5757562184,5563,No Comment
5564,ALBERT W. THOMPSON MEMORIAL LIBRARY,17 CHESTNUT STREET CLAYTON NM 88415,5753749423,5564,No Comment
5565,CLOVIS CARVER PUBLIC LIBRARY,701 MAIN ST CLOVIS NM 88101,5757697840,5565,No Comment
5566,MARSHALL MEMORIAL LIBRARY,110 S DIAMOND STREET DEMING NM 88030,5755469202,5566,No Comment
5567,ESPANOLA PUBLIC LIBRARY,313 NORTH PASEO DE ONATE ESPANOLA NM 87532,5057476087,5567,No Comment
5568,EUNICE PUBLIC LIBRARY,1003 AVENUE N. EUNICE NM 88231,5753942336,5568,No Comment
5569,FARMINGTON PUBLIC LIBRARY,2101 FARMINGTON AVE. FARMINGTON NM 87401,5055991270,5569,No Comment
5570,FORT SUMNER PUBLIC LIBRARY,235 W. SUMNER AVENUE FORT SUMNER NM 88119,5753552832,5570,No Comment
5571,OCTAVIA FELLIN PUBLIC LIBRARY,115 WEST HILL AVENUE GALLUP NM 87301,5058631291,5571,No Comment
5572,GRANTS PUBLIC LIBRARY,1101 NORTH FIRST STREET GRANTS NM 87020,5052874793,5572,No Comment
5573,HATCH PUBLIC LIBRARY,530 E. HALL HATCH NM 87937,5752675132,5573,No Comment
5574,HOBBS PUBLIC LIBRARY,509 N. SHIPP HOBBS NM 88240,5753979328,5574,No Comment
5575,WOOLWORTH COMMUNITY LIBRARY,100 E UTAH ST JAL NM 88252,5753953268,5575,No Comment
5576,LAGUNA PUBLIC LIBRARY,29 RODEO DRIVE LAGUNA NM 87026,5055526280,5576,No Comment
5577,THOMAS BRANIGAN MEMORIAL LIBRARY,200 E. PICACHO AVE. LAS CRUCES NM 88001,5755284000,5577,No Comment
5578,CARNEGIE PUBLIC LIBRARY,500 NATIONAL AVENUE LAS VEGAS NM 87701,5054263302,5578,No Comment
5579,LORDSBURG-HIDALGO LIBRARY,208 EAST THIRD ST. LORDSBURG NM 88045,5755429646,5579,No Comment
5580,LOS ALAMOS COUNTY LIBRARY SYSTEM,2400 CENTRAL AVENUE LOS ALAMOS NM 87544,5056628240,5580,No Comment
5581,LOS LUNAS PUBLIC LIBRARY,460 MAIN ST. NE LOS LUNAS NM 87031,5058393850,5581,No Comment
5582,LOVINGTON PUBLIC LIBRARY,115 SOUTH MAIN ST. LOVINGTON NM 88260,5053963144,5582,No Comment
5583,PORTALES PUBLIC LIBRARY,218 S. AVE. B PORTALES NM 88130,5753563940,5583,No Comment
5584,ARTHUR JOHNSON MEMORIAL LIBRARY,244 COOK AVENUE RATON NM 87740,5754459711,5584,No Comment
5585,RIO RANCHO PUBLIC LIBRARY,"755 LOMA COLORADO BLVD., NE RIO RANCHO NM 87124",5058915013,5585,No Comment
5586,ROSWELL PUBLIC LIBRARY,301 N. PENNSYLVANIA AVE ROSWELL NM 88201,5756227101,5586,No Comment
5587,RUIDOSO PUBLIC LIBRARY,107 KANSAS CITY ROAD RUIDOSO NM 88345,5752583704,5587,No Comment
5588,SANTA FE PUBLIC LIBRARY,145 WASHINGTON AVENUE SANTA FE NM 87501,5059556780,5588,No Comment
5589,MOISE MEMORIAL LIBRARY,208 5TH ST. SANTA ROSA NM 88435,5754723101,5589,No Comment
5590,SILVER CITY PUBLIC LIBRARY,515 WEST COLLEGE AVENUE SILVER CITY NM 88061,5755383672,5590,No Comment
5591,SOCORRO PUBLIC LIBRARY,401 PARK STREET SOCORRO NM 87801,5758351114,5591,No Comment
5592,FRED MACARON LIBRARY,600 COLBERT AVENUE SPRINGER NM 87747,5754832848,5592,No Comment
5593,TAOS PUBLIC LIBRARY,402 CAMINO DE LA PLACITA TAOS NM 87571,5757583063,5593,No Comment
5594,TRUTH OR CONSEQUENCES PUBLIC LIBRARY,325 LIBRARY LANE TRUTH OR CONSEQUENCE NM 87901,5758943027,5594,No Comment
5595,TUCUMCARI PUBLIC LIBRARY,602 S. SECOND ST. TUCUMCARI NM 88401,5754610295,5595,No Comment
5596,ZUNI PUBLIC LIBRARY,27 E. CHAVEZ CIRCLE ZUNI NM 87327,5057824575,5596,No Comment
5597,SHUTER LIBRARY OF ANGEL FIRE,11 SOUTH ANGEL FIRE ROAD ANGEL FIRE NM 87710,5753776755,5597,No Comment
5598,BAYARD PUBLIC LIBRARY,1112 CENTRAL AVE. BAYARD NM 88023,5755373327,5598,No Comment
5599,BOSQUE FARMS PUBLIC LIBRARY,1455 W. BOSQUE LOOP BOSQUE FARMS NM 87068,5058692227,5599,No Comment
5600,PUEBLO DE COCHITI LIBRARY,255 COCHITI ST. COCHITI PUEBLO NM 87072,5054653118,5600,No Comment
5601,COLUMBUS VILLAGE LIBRARY,112 W. BROADWAY COLUMBUS NM 88029,5755312612,5601,No Comment
5602,CORRALES COMMUNITY LIBRARY,84 WEST LA ENTRADA ROAD CORRALES NM 87048,5058970733,5602,No Comment
5603,CUBA PUBLIC LIBRARY,13 EAST CORDOVA AVE. CUBA NM 87013,5752893100,5603,No Comment
5604,EAGLE NEST PUBLIC LIBRARY,74 N TOMBOY DR EAGLE NEST NM 87718,5753770657,5604,No Comment
5605,EL RITO PUBLIC LIBRARY,182 PLACITAS ROAD EL RITO NM 87530,5755814608,5605,No Comment
5606,ESTANCIA PUBLIC LIBRARY,600 SOUTH TENTH STREET ESTANCIA NM 87016,5053849655,5606,No Comment
5607,GLENWOOD COMMUNITY LIBRARY,21 MENGES LANE GLENWOOD NM 88039,5755392277,5607,No Comment
5608,JEMEZ SPRINGS PUBLIC LIBRARY,"030 JEMEZ PLAZA, HWY. 4 JEMEZ SPRINGS NM 87025",5758299155,5608,No Comment
5609,JICARILLA PUBLIC LIBRARY,165 HAWKS DRIVE DULCE NM 87528,5757591776,5609,No Comment
5610,MORIARTY COMMUNITY LIBRARY,202 SOUTH BROADWAY MORIARTY NM 87035,5058322513,5610,No Comment
5611,MOUNTAINAIR PUBLIC LIBRARY,109 N. ROOSEVELT MOUNTAINAIR NM 87036,5058479676,5611,No Comment
5612,PUEBLO OF POJOAQUE PUBLIC LIBRARY,101 B LIGHTNING LOOP POJOAQUE NM 87506,5054557511,5612,No Comment
5613,RED RIVER PUBLIC LIBRARY,702 E. MAIN ST. RED RIVER NM 87558,5757546564,5613,No Comment
5614,SANTA CLARA PUEBLO COMMUNITY LIBRARY,578 KEE ST. ESPANOLA NM 87532,5056926295,5614,No Comment
5615,TATUM COMMUNITY LIBRARY,323 E. BROADWAY TATUM NM 88267,5753984822,5615,No Comment
5616,ZIA ENRICHMENT LIBRARY,135 CAPITOL SQUARE DRIVE ZIA PUEBLO NM 87053,5058673304,5616,No Comment
5617,BLOOMFIELD PUBLIC LIBRARY,333 SOUTH FIRST STREET BLOOMFIELD NM 87413,5056328315,5617,No Comment
5618,EMBUDO VALLEY LIBRARY & COMMUNITY CENTER,217A HWY 75 DIXON DIXON NM 87527,5055799181,5618,No Comment
5619,EDGEWOOD COMMUNITY LIBRARY,171B NM-344 EDGEWOOD NM 87015,5052810138,5619,No Comment
5620,SANTA ANA PUEBLO COMMUNITY LIBRARY,2 DOVE ROAD SANTA ANA NM 87004,5057716736,5620,No Comment
5621,PUEBLO DE SAN ILDEFONSO LIBRARY,1B TUNYO PO SAN ILDEFONSO NM 87506,5054552635,5621,No Comment
5622,MAGDALENA PUBLIC LIBRARY,108 N. MAIN STREET MAGDALENA NM 87825,5758542361,5622,No Comment
5623,JEMEZ PUEBLO COMMUNITY LIBRARY,020 MISSION RD JEMEZ PUEBLO NM 87024,5758349171,5623,No Comment
5624,PUEBLO OF ISLETA PUBLIC LIBRARY,950 MOONLIGHT DR. ALBUQUERQUE NM 87105,5058699808,5624,No Comment
5625,CAPITAN PUBLIC LIBRARY,101 E. 2ND STREET CAPITAN NM 88316,5753543035,5625,No Comment
5626,IRENE S. SWEETKIND PUBLIC LIBRARY,6515 HOOCHANEETSA BLVD. COCHITI LAKE NM 87083,5054652561,5626,No Comment
5627,MICHAEL NIVISON PUBLIC LIBRARY,90 SWALLOW PLACE CLOUDCROFT NM 88317,5756821111,5627,No Comment
5628,PUEBLO DE ABIQUIU LIBRARY & CULTURAL CENTER,COUNTY RD. #187 BUILDING #29 ABIQUIU NM 87510,5056854884,5628,No Comment
5629,ACOMA LEARNING CENTER,17A KNOTS LANDING ROAD PUEBLO OF ACOMA NM 87034,5055525160,5629,No Comment
5630,PUEBLO OF SANDIA LEARNING RESOURCE CENTER,236 SANDIA DAY SCHOOL ROAD SANDIA PUEBLO NM 87004,5057715074,5630,No Comment
5631,TRUCHAS COMMUNITY LIBRARY,60 COUNTY ROAD 75 TRUCHAS NM 87578,5056892683,5631,No Comment
5632,PUEBLO OF SAN FELIPE COMMUNITY LIBRARY,24 BLACK MESA RD SAN FELIPE PUEBLO NM 87001,5057719970,5632,No Comment
5633,SUNLAND PARK COMMUNITY LIBRARY,984 MCNUTT RD SUNLAND PARK NM 88063,5758740873,5633,No Comment
5634,MESCALERO COMMUNITY LIBRARY,148 COTTONWOOD DRIVE MESCALERO NM 88340,5754645010,5634,No Comment
5635,RESERVE PUBLIC LIBRARY,15 JAKE SCOTT ST. RESERVE NM 87830,5755336276,5635,No Comment
5636,RIO ABAJO COMMUNITY LIBRARY,28 SOUTH CALLE DE CENTRO LA JOYA NM 87028,5058618289,5636,No Comment
5637,SANTO DOMINGO PUEBLO LIBRARY,TESUQUE STREET SANTO DOMINGO PUEBLO NM 87052,5054652214,5637,No Comment
5638,VISTA GRANDE PUBLIC LIBRARY,14 AVENIDA TORREON SANTA FE NM 87508,5054667323,5638,No Comment
